"","dpto","mpio","codmpio","anio","salida","llegada"
"1","Amazonas","El Encanto",91263,1997,1,0
"2","Amazonas","El Encanto",91263,1999,1,3
"3","Amazonas","El Encanto",91263,2001,15,5
"4","Amazonas","El Encanto",91263,2002,1,0
"5","Amazonas","El Encanto",91263,2003,6,7
"6","Amazonas","El Encanto",91263,2004,11,6
"7","Amazonas","El Encanto",91263,2005,2,8
"8","Amazonas","El Encanto",91263,2006,17,1
"9","Amazonas","El Encanto",91263,2007,46,0
"10","Amazonas","El Encanto",91263,2008,12,0
"11","Amazonas","El Encanto",91263,2009,10,0
"12","Amazonas","El Encanto",91263,2010,10,0
"13","Amazonas","El Encanto",91263,2012,26,1
"14","Amazonas","El Encanto",91263,2013,15,4
"15","Amazonas","El Encanto",91263,2014,9,2
"16","Amazonas","El Encanto",91263,2018,8,0
"17","Amazonas","La Chorrera",91405,1985,1,0
"18","Amazonas","La Chorrera",91405,1998,3,0
"19","Amazonas","La Chorrera",91405,1999,2,2
"20","Amazonas","La Chorrera",91405,2000,12,3
"21","Amazonas","La Chorrera",91405,2001,5,7
"22","Amazonas","La Chorrera",91405,2002,6,1
"23","Amazonas","La Chorrera",91405,2003,35,5
"24","Amazonas","La Chorrera",91405,2004,15,0
"25","Amazonas","La Chorrera",91405,2005,7,6
"26","Amazonas","La Chorrera",91405,2006,1,0
"27","Amazonas","La Chorrera",91405,2007,3,0
"28","Amazonas","La Chorrera",91405,2009,5,0
"29","Amazonas","La Chorrera",91405,2010,14,1
"30","Amazonas","La Chorrera",91405,2011,8,0
"31","Amazonas","La Chorrera",91405,2013,3,0
"32","Amazonas","La Chorrera",91405,2014,7,2
"33","Amazonas","La Chorrera",91405,2015,8,0
"34","Amazonas","La Pedrera",91407,1992,6,0
"35","Amazonas","La Pedrera",91407,1995,8,0
"36","Amazonas","La Pedrera",91407,1997,1,0
"37","Amazonas","La Pedrera",91407,1999,1,1
"38","Amazonas","La Pedrera",91407,2000,3,3
"39","Amazonas","La Pedrera",91407,2001,8,2
"40","Amazonas","La Pedrera",91407,2002,3,0
"41","Amazonas","La Pedrera",91407,2003,47,15
"42","Amazonas","La Pedrera",91407,2004,4,0
"43","Amazonas","La Pedrera",91407,2006,5,0
"44","Amazonas","La Pedrera",91407,2007,5,0
"45","Amazonas","La Pedrera",91407,2008,3,0
"46","Amazonas","La Pedrera",91407,2009,2,1
"47","Amazonas","La Pedrera",91407,2010,13,0
"48","Amazonas","La Pedrera",91407,2012,3,0
"49","Amazonas","La Pedrera",91407,2014,3,0
"50","Amazonas","La Pedrera",91407,2015,8,0
"51","Amazonas","La Pedrera",91407,2016,19,2
"52","Amazonas","La Pedrera",91407,2017,7,0
"53","Amazonas","La Pedrera",91407,2019,1,0
"54","Amazonas","La Victoria",91430,2003,8,0
"55","Amazonas","La Victoria",91430,2005,16,0
"56","Amazonas","La Victoria",91430,2006,9,0
"57","Amazonas","La Victoria",91430,2007,11,0
"58","Amazonas","La Victoria",91430,2008,2,0
"59","Amazonas","La Victoria",91430,2012,2,0
"60","Amazonas","La Victoria",91430,2013,5,0
"61","Amazonas","La Victoria",91430,2017,2,1
"62","Amazonas","Leticia",91001,1990,2,5
"63","Amazonas","Leticia",91001,1991,6,0
"64","Amazonas","Leticia",91001,1993,46,50
"65","Amazonas","Leticia",91001,1994,8,8
"66","Amazonas","Leticia",91001,1995,3,9
"67","Amazonas","Leticia",91001,1996,6,14
"68","Amazonas","Leticia",91001,1997,7,30
"69","Amazonas","Leticia",91001,1998,16,21
"70","Amazonas","Leticia",91001,1999,19,18
"71","Amazonas","Leticia",91001,2000,4,43
"72","Amazonas","Leticia",91001,2001,6,97
"73","Amazonas","Leticia",91001,2002,21,113
"74","Amazonas","Leticia",91001,2003,35,184
"75","Amazonas","Leticia",91001,2004,42,178
"76","Amazonas","Leticia",91001,2005,36,169
"77","Amazonas","Leticia",91001,2006,45,159
"78","Amazonas","Leticia",91001,2007,116,50
"79","Amazonas","Leticia",91001,2008,50,106
"80","Amazonas","Leticia",91001,2009,58,123
"81","Amazonas","Leticia",91001,2010,39,131
"82","Amazonas","Leticia",91001,2011,57,95
"83","Amazonas","Leticia",91001,2012,64,49
"84","Amazonas","Leticia",91001,2013,52,71
"85","Amazonas","Leticia",91001,2014,74,111
"86","Amazonas","Leticia",91001,2015,92,20
"87","Amazonas","Leticia",91001,2016,17,21
"88","Amazonas","Leticia",91001,2017,40,32
"89","Amazonas","Leticia",91001,2018,11,19
"90","Amazonas","Leticia",91001,2019,10,18
"91","Amazonas","Miriti - Paraná",91460,1985,3,1
"92","Amazonas","Miriti - Paraná",91460,1987,3,0
"93","Amazonas","Miriti - Paraná",91460,2000,4,3
"94","Amazonas","Miriti - Paraná",91460,2001,6,0
"95","Amazonas","Miriti - Paraná",91460,2009,7,0
"96","Amazonas","Miriti - Paraná",91460,2011,2,6
"97","Amazonas","Miriti - Paraná",91460,2013,1,5
"98","Amazonas","Miriti - Paraná",91460,2014,1,0
"99","Amazonas","Puerto Alegría",91530,1995,6,0
"100","Amazonas","Puerto Alegría",91530,1999,2,0
"101","Amazonas","Puerto Alegría",91530,2002,11,0
"102","Amazonas","Puerto Alegría",91530,2004,21,0
"103","Amazonas","Puerto Alegría",91530,2005,1,0
"104","Amazonas","Puerto Alegría",91530,2006,31,0
"105","Amazonas","Puerto Alegría",91530,2007,1,13
"106","Amazonas","Puerto Alegría",91530,2008,5,0
"107","Amazonas","Puerto Alegría",91530,2009,1,0
"108","Amazonas","Puerto Alegría",91530,2013,10,0
"109","Amazonas","Puerto Alegría",91530,2014,9,0
"110","Amazonas","Puerto Alegría",91530,2015,5,0
"111","Amazonas","Puerto Alegría",91530,2018,4,0
"112","Amazonas","Puerto Alegría",91530,2019,1,0
"113","Amazonas","Puerto Arica",91536,1990,2,0
"114","Amazonas","Puerto Arica",91536,1996,12,8
"115","Amazonas","Puerto Arica",91536,2000,7,0
"116","Amazonas","Puerto Arica",91536,2001,19,0
"117","Amazonas","Puerto Arica",91536,2002,22,12
"118","Amazonas","Puerto Arica",91536,2003,30,1
"119","Amazonas","Puerto Arica",91536,2004,27,0
"120","Amazonas","Puerto Arica",91536,2005,18,0
"121","Amazonas","Puerto Arica",91536,2006,17,0
"122","Amazonas","Puerto Arica",91536,2007,4,0
"123","Amazonas","Puerto Arica",91536,2011,2,0
"124","Amazonas","Puerto Arica",91536,2013,15,0
"125","Amazonas","Puerto Arica",91536,2014,1,0
"126","Amazonas","Puerto Arica",91536,2015,1,5
"127","Amazonas","Puerto Arica",91536,2016,6,0
"128","Amazonas","Puerto Arica",91536,2018,5,0
"129","Amazonas","Puerto Nariño",91540,1992,3,0
"130","Amazonas","Puerto Nariño",91540,1993,1,5
"131","Amazonas","Puerto Nariño",91540,2000,17,5
"132","Amazonas","Puerto Nariño",91540,2001,3,0
"133","Amazonas","Puerto Nariño",91540,2004,4,0
"134","Amazonas","Puerto Nariño",91540,2005,5,0
"135","Amazonas","Puerto Nariño",91540,2007,9,0
"136","Amazonas","Puerto Nariño",91540,2008,4,0
"137","Amazonas","Puerto Nariño",91540,2012,1,0
"138","Amazonas","Puerto Nariño",91540,2013,2,0
"139","Amazonas","Puerto Nariño",91540,2015,7,0
"140","Amazonas","Puerto Nariño",91540,2018,2,0
"141","Amazonas","Puerto Santander",91669,1998,3,0
"142","Amazonas","Puerto Santander",91669,1999,1,0
"143","Amazonas","Puerto Santander",91669,2000,10,1
"144","Amazonas","Puerto Santander",91669,2002,21,0
"145","Amazonas","Puerto Santander",91669,2003,18,0
"146","Amazonas","Puerto Santander",91669,2004,36,0
"147","Amazonas","Puerto Santander",91669,2005,26,0
"148","Amazonas","Puerto Santander",91669,2006,27,0
"149","Amazonas","Puerto Santander",91669,2007,15,0
"150","Amazonas","Puerto Santander",91669,2008,26,0
"151","Amazonas","Puerto Santander",91669,2009,16,0
"152","Amazonas","Puerto Santander",91669,2010,15,0
"153","Amazonas","Puerto Santander",91669,2011,3,0
"154","Amazonas","Puerto Santander",91669,2012,11,0
"155","Amazonas","Puerto Santander",91669,2013,13,4
"156","Amazonas","Puerto Santander",91669,2014,34,0
"157","Amazonas","Puerto Santander",91669,2015,21,0
"158","Amazonas","Puerto Santander",91669,2016,13,0
"159","Amazonas","Puerto Santander",91669,2017,3,0
"160","Amazonas","Puerto Santander",91669,2018,6,0
"161","Amazonas","Puerto Santander",91669,2019,3,0
"162","Amazonas","Tarapacá",91798,1988,1,0
"163","Amazonas","Tarapacá",91798,1995,1,7
"164","Amazonas","Tarapacá",91798,1997,4,7
"165","Amazonas","Tarapacá",91798,2002,5,1
"166","Amazonas","Tarapacá",91798,2003,7,6
"167","Amazonas","Tarapacá",91798,2004,29,22
"168","Amazonas","Tarapacá",91798,2006,15,0
"169","Amazonas","Tarapacá",91798,2008,9,1
"170","Amazonas","Tarapacá",91798,2009,13,14
"171","Amazonas","Tarapacá",91798,2011,1,0
"172","Amazonas","Tarapacá",91798,2012,1,0
"173","Amazonas","Tarapacá",91798,2014,31,2
"174","Amazonas","Tarapacá",91798,2015,10,0
"175","Amazonas","Tarapacá",91798,2016,1,4
"176","Amazonas","Tarapacá",91798,2017,6,2
"177","Antioquia","Abejorral",5002,1979,2,2
"178","Antioquia","Abejorral",5002,1985,4,5
"179","Antioquia","Abejorral",5002,1986,3,0
"180","Antioquia","Abejorral",5002,1987,12,3
"181","Antioquia","Abejorral",5002,1988,39,17
"182","Antioquia","Abejorral",5002,1989,33,6
"183","Antioquia","Abejorral",5002,1990,43,15
"184","Antioquia","Abejorral",5002,1991,33,20
"185","Antioquia","Abejorral",5002,1992,12,4
"186","Antioquia","Abejorral",5002,1993,26,22
"187","Antioquia","Abejorral",5002,1994,37,31
"188","Antioquia","Abejorral",5002,1995,119,103
"189","Antioquia","Abejorral",5002,1996,69,34
"190","Antioquia","Abejorral",5002,1997,102,82
"191","Antioquia","Abejorral",5002,1998,191,115
"192","Antioquia","Abejorral",5002,1999,381,161
"193","Antioquia","Abejorral",5002,2000,1004,438
"194","Antioquia","Abejorral",5002,2001,962,396
"195","Antioquia","Abejorral",5002,2002,2081,699
"196","Antioquia","Abejorral",5002,2003,1313,642
"197","Antioquia","Abejorral",5002,2004,994,355
"198","Antioquia","Abejorral",5002,2005,587,211
"199","Antioquia","Abejorral",5002,2006,471,140
"200","Antioquia","Abejorral",5002,2007,354,143
"201","Antioquia","Abejorral",5002,2008,330,97
"202","Antioquia","Abejorral",5002,2009,80,20
"203","Antioquia","Abejorral",5002,2010,104,38
"204","Antioquia","Abejorral",5002,2011,69,31
"205","Antioquia","Abejorral",5002,2012,46,23
"206","Antioquia","Abejorral",5002,2013,20,7
"207","Antioquia","Abejorral",5002,2014,42,10
"208","Antioquia","Abejorral",5002,2015,15,9
"209","Antioquia","Abejorral",5002,2016,6,27
"210","Antioquia","Abejorral",5002,2017,8,0
"211","Antioquia","Abejorral",5002,2018,10,7
"212","Antioquia","Abejorral",5002,2019,2,1
"213","Antioquia","Abriaquí",5004,1980,1,1
"214","Antioquia","Abriaquí",5004,1985,16,4
"215","Antioquia","Abriaquí",5004,1986,10,11
"216","Antioquia","Abriaquí",5004,1987,22,0
"217","Antioquia","Abriaquí",5004,1988,22,7
"218","Antioquia","Abriaquí",5004,1990,16,15
"219","Antioquia","Abriaquí",5004,1991,14,6
"220","Antioquia","Abriaquí",5004,1992,6,1
"221","Antioquia","Abriaquí",5004,1993,6,7
"222","Antioquia","Abriaquí",5004,1994,39,1
"223","Antioquia","Abriaquí",5004,1995,48,28
"224","Antioquia","Abriaquí",5004,1996,159,54
"225","Antioquia","Abriaquí",5004,1997,82,54
"226","Antioquia","Abriaquí",5004,1998,211,80
"227","Antioquia","Abriaquí",5004,1999,290,112
"228","Antioquia","Abriaquí",5004,2000,411,238
"229","Antioquia","Abriaquí",5004,2001,77,13
"230","Antioquia","Abriaquí",5004,2002,83,30
"231","Antioquia","Abriaquí",5004,2003,67,29
"232","Antioquia","Abriaquí",5004,2004,88,35
"233","Antioquia","Abriaquí",5004,2005,61,13
"234","Antioquia","Abriaquí",5004,2006,19,0
"235","Antioquia","Abriaquí",5004,2007,13,25
"236","Antioquia","Abriaquí",5004,2008,27,27
"237","Antioquia","Abriaquí",5004,2009,5,8
"238","Antioquia","Abriaquí",5004,2010,14,14
"239","Antioquia","Abriaquí",5004,2011,10,3
"240","Antioquia","Abriaquí",5004,2012,5,4
"241","Antioquia","Abriaquí",5004,2013,3,3
"242","Antioquia","Abriaquí",5004,2014,6,10
"243","Antioquia","Abriaquí",5004,2016,4,0
"244","Antioquia","Abriaquí",5004,2017,2,4
"245","Antioquia","Abriaquí",5004,2019,3,1
"246","Antioquia","Alejandría",5021,1985,4,0
"247","Antioquia","Alejandría",5021,1988,8,3
"248","Antioquia","Alejandría",5021,1989,13,3
"249","Antioquia","Alejandría",5021,1990,6,3
"250","Antioquia","Alejandría",5021,1991,2,0
"251","Antioquia","Alejandría",5021,1992,8,2
"252","Antioquia","Alejandría",5021,1993,16,2
"253","Antioquia","Alejandría",5021,1994,23,18
"254","Antioquia","Alejandría",5021,1995,26,4
"255","Antioquia","Alejandría",5021,1996,17,12
"256","Antioquia","Alejandría",5021,1997,35,9
"257","Antioquia","Alejandría",5021,1998,65,15
"258","Antioquia","Alejandría",5021,1999,210,223
"259","Antioquia","Alejandría",5021,2000,1181,462
"260","Antioquia","Alejandría",5021,2001,2364,1562
"261","Antioquia","Alejandría",5021,2002,686,274
"262","Antioquia","Alejandría",5021,2003,424,235
"263","Antioquia","Alejandría",5021,2004,117,46
"264","Antioquia","Alejandría",5021,2005,101,39
"265","Antioquia","Alejandría",5021,2006,99,45
"266","Antioquia","Alejandría",5021,2007,81,29
"267","Antioquia","Alejandría",5021,2008,42,4
"268","Antioquia","Alejandría",5021,2009,30,17
"269","Antioquia","Alejandría",5021,2010,16,44
"270","Antioquia","Alejandría",5021,2012,16,15
"271","Antioquia","Alejandría",5021,2013,2,21
"272","Antioquia","Alejandría",5021,2014,10,30
"273","Antioquia","Alejandría",5021,2015,3,6
"274","Antioquia","Alejandría",5021,2016,5,12
"275","Antioquia","Alejandría",5021,2017,2,2
"276","Antioquia","Alejandría",5021,2018,1,0
"277","Antioquia","Amagá",5030,1981,4,0
"278","Antioquia","Amagá",5030,1985,2,9
"279","Antioquia","Amagá",5030,1986,4,0
"280","Antioquia","Amagá",5030,1988,10,2
"281","Antioquia","Amagá",5030,1989,2,10
"282","Antioquia","Amagá",5030,1990,1,16
"283","Antioquia","Amagá",5030,1992,41,21
"284","Antioquia","Amagá",5030,1993,26,26
"285","Antioquia","Amagá",5030,1994,4,11
"286","Antioquia","Amagá",5030,1995,21,42
"287","Antioquia","Amagá",5030,1996,12,53
"288","Antioquia","Amagá",5030,1997,11,69
"289","Antioquia","Amagá",5030,1998,45,66
"290","Antioquia","Amagá",5030,1999,50,68
"291","Antioquia","Amagá",5030,2000,163,114
"292","Antioquia","Amagá",5030,2001,135,83
"293","Antioquia","Amagá",5030,2002,144,42
"294","Antioquia","Amagá",5030,2003,125,30
"295","Antioquia","Amagá",5030,2004,42,45
"296","Antioquia","Amagá",5030,2005,91,44
"297","Antioquia","Amagá",5030,2006,66,72
"298","Antioquia","Amagá",5030,2007,39,31
"299","Antioquia","Amagá",5030,2008,104,51
"300","Antioquia","Amagá",5030,2009,46,73
"301","Antioquia","Amagá",5030,2010,34,58
"302","Antioquia","Amagá",5030,2011,96,27
"303","Antioquia","Amagá",5030,2012,60,50
"304","Antioquia","Amagá",5030,2013,141,61
"305","Antioquia","Amagá",5030,2014,115,65
"306","Antioquia","Amagá",5030,2015,74,59
"307","Antioquia","Amagá",5030,2016,54,54
"308","Antioquia","Amagá",5030,2017,19,20
"309","Antioquia","Amagá",5030,2018,16,34
"310","Antioquia","Amagá",5030,2019,6,4
"311","Antioquia","Amalfi",5031,1977,7,0
"312","Antioquia","Amalfi",5031,1980,3,0
"313","Antioquia","Amalfi",5031,1982,35,17
"314","Antioquia","Amalfi",5031,1983,7,0
"315","Antioquia","Amalfi",5031,1984,1,0
"316","Antioquia","Amalfi",5031,1985,89,63
"317","Antioquia","Amalfi",5031,1986,81,14
"318","Antioquia","Amalfi",5031,1987,21,13
"319","Antioquia","Amalfi",5031,1988,34,27
"320","Antioquia","Amalfi",5031,1989,35,44
"321","Antioquia","Amalfi",5031,1990,41,26
"322","Antioquia","Amalfi",5031,1991,36,14
"323","Antioquia","Amalfi",5031,1992,88,71
"324","Antioquia","Amalfi",5031,1993,64,28
"325","Antioquia","Amalfi",5031,1994,87,45
"326","Antioquia","Amalfi",5031,1995,105,26
"327","Antioquia","Amalfi",5031,1996,89,64
"328","Antioquia","Amalfi",5031,1997,462,251
"329","Antioquia","Amalfi",5031,1998,840,395
"330","Antioquia","Amalfi",5031,1999,423,124
"331","Antioquia","Amalfi",5031,2000,844,508
"332","Antioquia","Amalfi",5031,2001,548,223
"333","Antioquia","Amalfi",5031,2002,573,262
"334","Antioquia","Amalfi",5031,2003,130,48
"335","Antioquia","Amalfi",5031,2004,173,91
"336","Antioquia","Amalfi",5031,2005,241,93
"337","Antioquia","Amalfi",5031,2006,220,118
"338","Antioquia","Amalfi",5031,2007,185,76
"339","Antioquia","Amalfi",5031,2008,264,73
"340","Antioquia","Amalfi",5031,2009,206,141
"341","Antioquia","Amalfi",5031,2010,173,97
"342","Antioquia","Amalfi",5031,2011,246,384
"343","Antioquia","Amalfi",5031,2012,240,138
"344","Antioquia","Amalfi",5031,2013,339,165
"345","Antioquia","Amalfi",5031,2014,157,90
"346","Antioquia","Amalfi",5031,2015,265,109
"347","Antioquia","Amalfi",5031,2016,110,64
"348","Antioquia","Amalfi",5031,2017,76,71
"349","Antioquia","Amalfi",5031,2018,51,139
"350","Antioquia","Amalfi",5031,2019,34,57
"351","Antioquia","Andes",5034,1977,1,0
"352","Antioquia","Andes",5034,1983,8,0
"353","Antioquia","Andes",5034,1984,5,0
"354","Antioquia","Andes",5034,1985,6,5
"355","Antioquia","Andes",5034,1986,16,6
"356","Antioquia","Andes",5034,1987,6,32
"357","Antioquia","Andes",5034,1988,14,16
"358","Antioquia","Andes",5034,1989,21,17
"359","Antioquia","Andes",5034,1990,43,41
"360","Antioquia","Andes",5034,1991,50,40
"361","Antioquia","Andes",5034,1992,62,36
"362","Antioquia","Andes",5034,1993,35,49
"363","Antioquia","Andes",5034,1994,48,47
"364","Antioquia","Andes",5034,1995,81,69
"365","Antioquia","Andes",5034,1996,53,120
"366","Antioquia","Andes",5034,1997,82,179
"367","Antioquia","Andes",5034,1998,105,194
"368","Antioquia","Andes",5034,1999,111,170
"369","Antioquia","Andes",5034,2000,179,308
"370","Antioquia","Andes",5034,2001,308,107
"371","Antioquia","Andes",5034,2002,236,178
"372","Antioquia","Andes",5034,2003,190,168
"373","Antioquia","Andes",5034,2004,228,146
"374","Antioquia","Andes",5034,2005,200,142
"375","Antioquia","Andes",5034,2006,260,62
"376","Antioquia","Andes",5034,2007,241,86
"377","Antioquia","Andes",5034,2008,318,170
"378","Antioquia","Andes",5034,2009,222,75
"379","Antioquia","Andes",5034,2010,88,100
"380","Antioquia","Andes",5034,2011,129,87
"381","Antioquia","Andes",5034,2012,139,262
"382","Antioquia","Andes",5034,2013,149,130
"383","Antioquia","Andes",5034,2014,167,126
"384","Antioquia","Andes",5034,2015,114,69
"385","Antioquia","Andes",5034,2016,69,53
"386","Antioquia","Andes",5034,2017,35,47
"387","Antioquia","Andes",5034,2018,77,66
"388","Antioquia","Andes",5034,2019,51,37
"389","Antioquia","Angelópolis",5036,1986,3,1
"390","Antioquia","Angelópolis",5036,1988,5,0
"391","Antioquia","Angelópolis",5036,1989,10,1
"392","Antioquia","Angelópolis",5036,1990,6,10
"393","Antioquia","Angelópolis",5036,1991,1,1
"394","Antioquia","Angelópolis",5036,1992,7,9
"395","Antioquia","Angelópolis",5036,1993,10,2
"396","Antioquia","Angelópolis",5036,1994,12,2
"397","Antioquia","Angelópolis",5036,1995,4,11
"398","Antioquia","Angelópolis",5036,1996,14,35
"399","Antioquia","Angelópolis",5036,1997,25,26
"400","Antioquia","Angelópolis",5036,1998,151,77
"401","Antioquia","Angelópolis",5036,1999,349,179
"402","Antioquia","Angelópolis",5036,2000,431,137
"403","Antioquia","Angelópolis",5036,2001,194,119
"404","Antioquia","Angelópolis",5036,2002,78,33
"405","Antioquia","Angelópolis",5036,2003,46,20
"406","Antioquia","Angelópolis",5036,2004,56,14
"407","Antioquia","Angelópolis",5036,2005,10,13
"408","Antioquia","Angelópolis",5036,2006,26,21
"409","Antioquia","Angelópolis",5036,2007,58,40
"410","Antioquia","Angelópolis",5036,2008,3,11
"411","Antioquia","Angelópolis",5036,2009,6,9
"412","Antioquia","Angelópolis",5036,2010,8,11
"413","Antioquia","Angelópolis",5036,2011,8,5
"414","Antioquia","Angelópolis",5036,2012,12,7
"415","Antioquia","Angelópolis",5036,2013,60,13
"416","Antioquia","Angelópolis",5036,2014,24,4
"417","Antioquia","Angelópolis",5036,2015,20,26
"418","Antioquia","Angelópolis",5036,2016,8,6
"419","Antioquia","Angelópolis",5036,2017,6,8
"420","Antioquia","Angelópolis",5036,2018,1,0
"421","Antioquia","Angelópolis",5036,2019,5,5
"422","Antioquia","Angostura",5038,1985,4,0
"423","Antioquia","Angostura",5038,1986,14,2
"424","Antioquia","Angostura",5038,1987,5,5
"425","Antioquia","Angostura",5038,1989,3,0
"426","Antioquia","Angostura",5038,1990,13,0
"427","Antioquia","Angostura",5038,1991,27,6
"428","Antioquia","Angostura",5038,1992,50,8
"429","Antioquia","Angostura",5038,1993,38,6
"430","Antioquia","Angostura",5038,1994,18,0
"431","Antioquia","Angostura",5038,1995,12,3
"432","Antioquia","Angostura",5038,1996,70,26
"433","Antioquia","Angostura",5038,1997,71,14
"434","Antioquia","Angostura",5038,1998,68,9
"435","Antioquia","Angostura",5038,1999,93,16
"436","Antioquia","Angostura",5038,2000,101,41
"437","Antioquia","Angostura",5038,2001,1592,1386
"438","Antioquia","Angostura",5038,2002,277,59
"439","Antioquia","Angostura",5038,2003,131,20
"440","Antioquia","Angostura",5038,2004,91,32
"441","Antioquia","Angostura",5038,2005,152,20
"442","Antioquia","Angostura",5038,2006,133,28
"443","Antioquia","Angostura",5038,2007,71,30
"444","Antioquia","Angostura",5038,2008,95,17
"445","Antioquia","Angostura",5038,2009,66,7
"446","Antioquia","Angostura",5038,2010,54,3
"447","Antioquia","Angostura",5038,2011,72,24
"448","Antioquia","Angostura",5038,2012,32,44
"449","Antioquia","Angostura",5038,2013,101,44
"450","Antioquia","Angostura",5038,2014,110,34
"451","Antioquia","Angostura",5038,2015,96,33
"452","Antioquia","Angostura",5038,2016,34,21
"453","Antioquia","Angostura",5038,2017,34,23
"454","Antioquia","Angostura",5038,2018,48,20
"455","Antioquia","Angostura",5038,2019,35,9
"456","Antioquia","Anorí",5040,1971,1,0
"457","Antioquia","Anorí",5040,1974,6,0
"458","Antioquia","Anorí",5040,1980,9,0
"459","Antioquia","Anorí",5040,1983,10,0
"460","Antioquia","Anorí",5040,1985,5,0
"461","Antioquia","Anorí",5040,1986,7,0
"462","Antioquia","Anorí",5040,1987,5,0
"463","Antioquia","Anorí",5040,1988,9,7
"464","Antioquia","Anorí",5040,1989,6,1
"465","Antioquia","Anorí",5040,1990,10,0
"466","Antioquia","Anorí",5040,1991,33,5
"467","Antioquia","Anorí",5040,1992,14,0
"468","Antioquia","Anorí",5040,1993,8,4
"469","Antioquia","Anorí",5040,1994,9,2
"470","Antioquia","Anorí",5040,1995,26,0
"471","Antioquia","Anorí",5040,1996,40,14
"472","Antioquia","Anorí",5040,1997,161,23
"473","Antioquia","Anorí",5040,1998,210,90
"474","Antioquia","Anorí",5040,1999,187,17
"475","Antioquia","Anorí",5040,2000,505,45
"476","Antioquia","Anorí",5040,2001,2238,61
"477","Antioquia","Anorí",5040,2002,320,10
"478","Antioquia","Anorí",5040,2003,103,23
"479","Antioquia","Anorí",5040,2004,284,165
"480","Antioquia","Anorí",5040,2005,176,61
"481","Antioquia","Anorí",5040,2006,266,83
"482","Antioquia","Anorí",5040,2007,352,119
"483","Antioquia","Anorí",5040,2008,725,70
"484","Antioquia","Anorí",5040,2009,222,42
"485","Antioquia","Anorí",5040,2010,224,43
"486","Antioquia","Anorí",5040,2011,6065,5409
"487","Antioquia","Anorí",5040,2012,305,109
"488","Antioquia","Anorí",5040,2013,360,120
"489","Antioquia","Anorí",5040,2014,255,104
"490","Antioquia","Anorí",5040,2015,360,44
"491","Antioquia","Anorí",5040,2016,117,20
"492","Antioquia","Anorí",5040,2017,74,37
"493","Antioquia","Anorí",5040,2018,91,45
"494","Antioquia","Anorí",5040,2019,84,50
"495","Antioquia","Anza",5044,1985,7,0
"496","Antioquia","Anza",5044,1987,4,0
"497","Antioquia","Anza",5044,1988,14,11
"498","Antioquia","Anza",5044,1989,18,6
"499","Antioquia","Anza",5044,1990,6,5
"500","Antioquia","Anza",5044,1991,15,11
"501","Antioquia","Anza",5044,1992,14,1
"502","Antioquia","Anza",5044,1993,11,0
"503","Antioquia","Anza",5044,1994,9,9
"504","Antioquia","Anza",5044,1995,47,10
"505","Antioquia","Anza",5044,1996,191,71
"506","Antioquia","Anza",5044,1997,81,32
"507","Antioquia","Anza",5044,1998,144,32
"508","Antioquia","Anza",5044,1999,257,110
"509","Antioquia","Anza",5044,2000,2654,2080
"510","Antioquia","Anza",5044,2001,152,41
"511","Antioquia","Anza",5044,2002,129,31
"512","Antioquia","Anza",5044,2003,56,25
"513","Antioquia","Anza",5044,2004,77,23
"514","Antioquia","Anza",5044,2005,55,6
"515","Antioquia","Anza",5044,2006,50,23
"516","Antioquia","Anza",5044,2007,61,4
"517","Antioquia","Anza",5044,2008,49,23
"518","Antioquia","Anza",5044,2009,33,9
"519","Antioquia","Anza",5044,2010,30,2
"520","Antioquia","Anza",5044,2011,39,4
"521","Antioquia","Anza",5044,2012,16,26
"522","Antioquia","Anza",5044,2013,20,24
"523","Antioquia","Anza",5044,2014,10,14
"524","Antioquia","Anza",5044,2015,15,0
"525","Antioquia","Anza",5044,2016,52,5
"526","Antioquia","Anza",5044,2017,12,8
"527","Antioquia","Anza",5044,2018,26,5
"528","Antioquia","Anza",5044,2019,9,0
"529","Antioquia","Apartadó",5045,1964,5,5
"530","Antioquia","Apartadó",5045,1966,2,1
"531","Antioquia","Apartadó",5045,1971,2,1
"532","Antioquia","Apartadó",5045,1975,4,2
"533","Antioquia","Apartadó",5045,1976,7,5
"534","Antioquia","Apartadó",5045,1977,15,13
"535","Antioquia","Apartadó",5045,1978,1,4
"536","Antioquia","Apartadó",5045,1979,4,4
"537","Antioquia","Apartadó",5045,1980,5,3
"538","Antioquia","Apartadó",5045,1981,16,12
"539","Antioquia","Apartadó",5045,1982,10,3
"540","Antioquia","Apartadó",5045,1983,17,18
"541","Antioquia","Apartadó",5045,1984,43,39
"542","Antioquia","Apartadó",5045,1985,219,133
"543","Antioquia","Apartadó",5045,1986,231,214
"544","Antioquia","Apartadó",5045,1987,350,276
"545","Antioquia","Apartadó",5045,1988,583,635
"546","Antioquia","Apartadó",5045,1989,466,328
"547","Antioquia","Apartadó",5045,1990,570,521
"548","Antioquia","Apartadó",5045,1991,631,521
"549","Antioquia","Apartadó",5045,1992,831,907
"550","Antioquia","Apartadó",5045,1993,1790,1602
"551","Antioquia","Apartadó",5045,1994,4957,2082
"552","Antioquia","Apartadó",5045,1995,4566,3906
"553","Antioquia","Apartadó",5045,1996,4965,8450
"554","Antioquia","Apartadó",5045,1997,9753,17198
"555","Antioquia","Apartadó",5045,1998,3990,2878
"556","Antioquia","Apartadó",5045,1999,2490,2666
