"","dpto","mpio","codmpio","anio","salida","llegada"
"15248","Cundinamarca","Chaguaní",25168,1993,2,0
"15249","Cundinamarca","Chaguaní",25168,1994,12,6
"15250","Cundinamarca","Chaguaní",25168,1995,15,12
"15251","Cundinamarca","Chaguaní",25168,1996,20,1
"15252","Cundinamarca","Chaguaní",25168,1997,25,5
"15253","Cundinamarca","Chaguaní",25168,1998,68,25
"15254","Cundinamarca","Chaguaní",25168,1999,7,4
"15255","Cundinamarca","Chaguaní",25168,2000,76,9
"15256","Cundinamarca","Chaguaní",25168,2001,122,47
"15257","Cundinamarca","Chaguaní",25168,2002,491,127
"15258","Cundinamarca","Chaguaní",25168,2003,122,17
"15259","Cundinamarca","Chaguaní",25168,2004,67,5
"15260","Cundinamarca","Chaguaní",25168,2005,43,13
"15261","Cundinamarca","Chaguaní",25168,2006,46,19
"15262","Cundinamarca","Chaguaní",25168,2007,31,6
"15263","Cundinamarca","Chaguaní",25168,2008,28,15
"15264","Cundinamarca","Chaguaní",25168,2009,21,3
"15265","Cundinamarca","Chaguaní",25168,2010,6,11
"15266","Cundinamarca","Chaguaní",25168,2012,15,5
"15267","Cundinamarca","Chaguaní",25168,2013,13,1
"15268","Cundinamarca","Chaguaní",25168,2014,7,9
"15269","Cundinamarca","Chía",25175,1999,2,60
"15270","Cundinamarca","Chía",25175,2000,4,46
"15271","Cundinamarca","Chía",25175,2001,5,57
"15272","Cundinamarca","Chía",25175,2002,11,274
"15273","Cundinamarca","Chía",25175,2003,4,195
"15274","Cundinamarca","Chía",25175,2004,14,284
"15275","Cundinamarca","Chía",25175,2005,2,223
"15276","Cundinamarca","Chía",25175,2007,5,316
"15277","Cundinamarca","Chía",25175,2008,8,335
"15278","Cundinamarca","Chía",25175,2009,12,133
"15279","Cundinamarca","Chía",25175,2010,17,103
"15280","Cundinamarca","Chía",25175,2012,4,51
"15281","Cundinamarca","Chía",25175,2015,1,42
"15282","Cundinamarca","Chía",25175,2016,3,53
"15283","Cundinamarca","Chía",25175,2017,7,38
"15284","Cundinamarca","Chipaque",25178,2001,42,26
"15285","Cundinamarca","Chipaque",25178,2002,20,9
"15286","Cundinamarca","Chipaque",25178,2003,1,5
"15287","Cundinamarca","Chipaque",25178,2004,35,22
"15288","Cundinamarca","Chipaque",25178,2005,30,0
"15289","Cundinamarca","Chipaque",25178,2006,20,0
"15290","Cundinamarca","Chipaque",25178,2007,6,2
"15291","Cundinamarca","Chipaque",25178,2008,20,9
"15292","Cundinamarca","Chipaque",25178,2009,12,2
"15293","Cundinamarca","Chipaque",25178,2012,6,8
"15294","Cundinamarca","Chipaque",25178,2013,3,0
"15295","Cundinamarca","Chipaque",25178,2014,2,10
"15296","Cundinamarca","Chipaque",25178,2015,1,0
"15297","Cundinamarca","Chipaque",25178,2017,1,0
"15298","Cundinamarca","Choachí",25181,1995,6,0
"15299","Cundinamarca","Choachí",25181,2000,5,12
"15300","Cundinamarca","Choachí",25181,2002,7,0
"15301","Cundinamarca","Choachí",25181,2004,9,34
"15302","Cundinamarca","Choachí",25181,2006,18,5
"15303","Cundinamarca","Choachí",25181,2008,21,39
"15304","Cundinamarca","Choachí",25181,2009,7,13
"15305","Cundinamarca","Choachí",25181,2011,2,13
"15306","Cundinamarca","Choachí",25181,2012,3,7
"15307","Cundinamarca","Chocontá",25183,2002,17,36
"15308","Cundinamarca","Chocontá",25183,2003,27,84
"15309","Cundinamarca","Chocontá",25183,2004,9,21
"15310","Cundinamarca","Chocontá",25183,2005,14,49
"15311","Cundinamarca","Chocontá",25183,2006,19,17
"15312","Cundinamarca","Chocontá",25183,2008,7,18
"15313","Cundinamarca","Chocontá",25183,2011,3,8
"15314","Cundinamarca","Chocontá",25183,2013,1,5
"15315","Cundinamarca","Chocontá",25183,2015,3,0
"15316","Cundinamarca","Cogua",25200,2005,4,19
"15317","Cundinamarca","Cogua",25200,2008,11,15
"15318","Cundinamarca","Cota",25214,2002,1,15
"15319","Cundinamarca","Cota",25214,2007,3,43
"15320","Cundinamarca","Cota",25214,2010,6,26
"15321","Cundinamarca","Cota",25214,2012,3,5
"15322","Cundinamarca","Cota",25214,2013,1,4
"15323","Cundinamarca","Cota",25214,2016,1,0
"15324","Cundinamarca","Cucunubá",25224,1999,7,0
"15325","Cundinamarca","Cucunubá",25224,2015,2,2
"15326","Cundinamarca","El Colegio",25245,1993,3,26
"15327","Cundinamarca","El Colegio",25245,1994,3,3
"15328","Cundinamarca","El Colegio",25245,1995,9,13
"15329","Cundinamarca","El Colegio",25245,1998,21,7
"15330","Cundinamarca","El Colegio",25245,1999,17,12
"15331","Cundinamarca","El Colegio",25245,2000,10,75
"15332","Cundinamarca","El Colegio",25245,2001,58,29
"15333","Cundinamarca","El Colegio",25245,2002,109,62
"15334","Cundinamarca","El Colegio",25245,2003,92,79
"15335","Cundinamarca","El Colegio",25245,2004,79,45
"15336","Cundinamarca","El Colegio",25245,2005,104,57
"15337","Cundinamarca","El Colegio",25245,2006,76,109
"15338","Cundinamarca","El Colegio",25245,2007,195,84
"15339","Cundinamarca","El Colegio",25245,2008,171,64
"15340","Cundinamarca","El Colegio",25245,2009,26,41
"15341","Cundinamarca","El Colegio",25245,2010,6,39
"15342","Cundinamarca","El Colegio",25245,2011,5,49
"15343","Cundinamarca","El Colegio",25245,2012,21,61
"15344","Cundinamarca","El Colegio",25245,2013,11,6
"15345","Cundinamarca","El Colegio",25245,2014,18,13
"15346","Cundinamarca","El Colegio",25245,2015,11,10
"15347","Cundinamarca","El Colegio",25245,2016,5,5
"15348","Cundinamarca","El Colegio",25245,2017,4,3
"15349","Cundinamarca","El Peñón",25258,1986,8,0
"15350","Cundinamarca","El Peñón",25258,1988,6,0
"15351","Cundinamarca","El Peñón",25258,1989,3,0
"15352","Cundinamarca","El Peñón",25258,1990,17,4
"15353","Cundinamarca","El Peñón",25258,1991,10,4
"15354","Cundinamarca","El Peñón",25258,1992,1,5
"15355","Cundinamarca","El Peñón",25258,1993,9,0
"15356","Cundinamarca","El Peñón",25258,1994,3,0
"15357","Cundinamarca","El Peñón",25258,1995,39,3
"15358","Cundinamarca","El Peñón",25258,1996,13,2
"15359","Cundinamarca","El Peñón",25258,1997,35,0
"15360","Cundinamarca","El Peñón",25258,1998,21,2
"15361","Cundinamarca","El Peñón",25258,1999,32,0
"15362","Cundinamarca","El Peñón",25258,2000,98,3
"15363","Cundinamarca","El Peñón",25258,2001,63,27
"15364","Cundinamarca","El Peñón",25258,2002,1773,856
"15365","Cundinamarca","El Peñón",25258,2003,278,20
"15366","Cundinamarca","El Peñón",25258,2004,79,6
"15367","Cundinamarca","El Peñón",25258,2005,50,9
"15368","Cundinamarca","El Peñón",25258,2006,83,9
"15369","Cundinamarca","El Peñón",25258,2007,65,2
"15370","Cundinamarca","El Peñón",25258,2008,84,9
"15371","Cundinamarca","El Peñón",25258,2009,27,4
"15372","Cundinamarca","El Peñón",25258,2010,5,0
"15373","Cundinamarca","El Peñón",25258,2011,3,9
"15374","Cundinamarca","El Peñón",25258,2012,7,5
"15375","Cundinamarca","El Peñón",25258,2013,12,0
"15376","Cundinamarca","El Peñón",25258,2016,2,7
"15377","Cundinamarca","El Rosal",25260,2001,1,39
"15378","Cundinamarca","El Rosal",25260,2005,1,71
"15379","Cundinamarca","El Rosal",25260,2006,8,39
"15380","Cundinamarca","El Rosal",25260,2007,20,72
"15381","Cundinamarca","El Rosal",25260,2015,3,43
"15382","Cundinamarca","El Rosal",25260,2017,4,24
"15383","Cundinamarca","Facatativá",25269,1994,2,17
"15384","Cundinamarca","Facatativá",25269,1997,1,25
"15385","Cundinamarca","Facatativá",25269,2000,22,273
"15386","Cundinamarca","Facatativá",25269,2001,9,382
"15387","Cundinamarca","Facatativá",25269,2002,18,1014
"15388","Cundinamarca","Facatativá",25269,2003,20,996
"15389","Cundinamarca","Facatativá",25269,2004,33,568
"15390","Cundinamarca","Facatativá",25269,2005,33,509
"15391","Cundinamarca","Facatativá",25269,2006,16,274
"15392","Cundinamarca","Facatativá",25269,2007,52,547
"15393","Cundinamarca","Facatativá",25269,2008,57,368
"15394","Cundinamarca","Facatativá",25269,2009,8,176
"15395","Cundinamarca","Facatativá",25269,2010,1,139
"15396","Cundinamarca","Facatativá",25269,2012,7,203
"15397","Cundinamarca","Facatativá",25269,2013,21,123
"15398","Cundinamarca","Facatativá",25269,2014,7,129
"15399","Cundinamarca","Facatativá",25269,2015,16,105
"15400","Cundinamarca","Facatativá",25269,2016,13,59
"15401","Cundinamarca","Facatativá",25269,2017,1,26
"15402","Cundinamarca","Facatativá",25269,2018,5,56
"15403","Cundinamarca","Fomeque",25279,1992,8,0
"15404","Cundinamarca","Fomeque",25279,1993,3,7
"15405","Cundinamarca","Fomeque",25279,1997,4,1
"15406","Cundinamarca","Fomeque",25279,2001,15,20
"15407","Cundinamarca","Fomeque",25279,2002,55,9
"15408","Cundinamarca","Fomeque",25279,2003,7,22
"15409","Cundinamarca","Fomeque",25279,2004,7,12
"15410","Cundinamarca","Fomeque",25279,2005,32,6
"15411","Cundinamarca","Fomeque",25279,2006,8,9
"15412","Cundinamarca","Fomeque",25279,2007,10,13
"15413","Cundinamarca","Fomeque",25279,2008,20,9
"15414","Cundinamarca","Fomeque",25279,2009,6,1
"15415","Cundinamarca","Fomeque",25279,2011,7,3
"15416","Cundinamarca","Fomeque",25279,2012,7,4
"15417","Cundinamarca","Fomeque",25279,2013,16,15
"15418","Cundinamarca","Fomeque",25279,2014,6,5
"15419","Cundinamarca","Fomeque",25279,2015,4,2
"15420","Cundinamarca","Fomeque",25279,2016,4,0
"15421","Cundinamarca","Fosca",25281,1993,16,5
"15422","Cundinamarca","Fosca",25281,1995,10,0
"15423","Cundinamarca","Fosca",25281,1997,12,0
"15424","Cundinamarca","Fosca",25281,1998,2,0
"15425","Cundinamarca","Fosca",25281,1999,20,0
"15426","Cundinamarca","Fosca",25281,2000,12,0
"15427","Cundinamarca","Fosca",25281,2001,28,0
"15428","Cundinamarca","Fosca",25281,2002,26,0
"15429","Cundinamarca","Fosca",25281,2003,11,0
"15430","Cundinamarca","Fosca",25281,2004,4,0
"15431","Cundinamarca","Fosca",25281,2005,16,0
"15432","Cundinamarca","Fosca",25281,2006,15,0
"15433","Cundinamarca","Fosca",25281,2007,11,0
"15434","Cundinamarca","Fosca",25281,2008,6,0
"15435","Cundinamarca","Fosca",25281,2009,4,4
"15436","Cundinamarca","Fosca",25281,2012,4,0
"15437","Cundinamarca","Funza",25286,1994,5,26
"15438","Cundinamarca","Funza",25286,1995,2,6
"15439","Cundinamarca","Funza",25286,2001,14,164
"15440","Cundinamarca","Funza",25286,2002,11,210
"15441","Cundinamarca","Funza",25286,2003,1,217
"15442","Cundinamarca","Funza",25286,2006,20,264
"15443","Cundinamarca","Funza",25286,2007,2,192
"15444","Cundinamarca","Funza",25286,2008,8,202
"15445","Cundinamarca","Funza",25286,2011,4,90
"15446","Cundinamarca","Funza",25286,2012,5,55
"15447","Cundinamarca","Funza",25286,2013,16,86
"15448","Cundinamarca","Funza",25286,2014,3,74
"15449","Cundinamarca","Fúquene",25288,2002,3,1
"15450","Cundinamarca","Fúquene",25288,2005,4,0
"15451","Cundinamarca","Fusagasugá",25290,1988,9,27
"15452","Cundinamarca","Fusagasugá",25290,1989,3,38
"15453","Cundinamarca","Fusagasugá",25290,1990,5,66
"15454","Cundinamarca","Fusagasugá",25290,1991,6,53
"15455","Cundinamarca","Fusagasugá",25290,1994,7,50
"15456","Cundinamarca","Fusagasugá",25290,1995,6,71
"15457","Cundinamarca","Fusagasugá",25290,1996,6,108
"15458","Cundinamarca","Fusagasugá",25290,1997,18,86
"15459","Cundinamarca","Fusagasugá",25290,1998,23,119
"15460","Cundinamarca","Fusagasugá",25290,1999,19,192
"15461","Cundinamarca","Fusagasugá",25290,2000,92,338
"15462","Cundinamarca","Fusagasugá",25290,2001,168,474
"15463","Cundinamarca","Fusagasugá",25290,2002,102,939
"15464","Cundinamarca","Fusagasugá",25290,2003,247,1030
"15465","Cundinamarca","Fusagasugá",25290,2004,177,763
"15466","Cundinamarca","Fusagasugá",25290,2005,242,682
"15467","Cundinamarca","Fusagasugá",25290,2006,189,631
"15468","Cundinamarca","Fusagasugá",25290,2007,206,1085
"15469","Cundinamarca","Fusagasugá",25290,2008,223,1018
"15470","Cundinamarca","Fusagasugá",25290,2009,89,622
"15471","Cundinamarca","Fusagasugá",25290,2010,49,405
"15472","Cundinamarca","Fusagasugá",25290,2011,38,306
"15473","Cundinamarca","Fusagasugá",25290,2012,44,361
"15474","Cundinamarca","Fusagasugá",25290,2013,56,338
"15475","Cundinamarca","Fusagasugá",25290,2014,40,301
"15476","Cundinamarca","Fusagasugá",25290,2015,32,247
"15477","Cundinamarca","Fusagasugá",25290,2016,19,162
"15478","Cundinamarca","Fusagasugá",25290,2017,13,86
"15479","Cundinamarca","Fusagasugá",25290,2018,19,141
"15480","Cundinamarca","Fusagasugá",25290,2019,1,67
"15481","Cundinamarca","Gachala",25293,1988,11,0
"15482","Cundinamarca","Gachala",25293,1992,2,0
"15483","Cundinamarca","Gachala",25293,1993,12,4
"15484","Cundinamarca","Gachala",25293,1994,4,0
"15485","Cundinamarca","Gachala",25293,1995,9,4
"15486","Cundinamarca","Gachala",25293,1996,21,3
"15487","Cundinamarca","Gachala",25293,1997,22,6
"15488","Cundinamarca","Gachala",25293,1998,29,4
"15489","Cundinamarca","Gachala",25293,1999,6,0
"15490","Cundinamarca","Gachala",25293,2000,20,7
"15491","Cundinamarca","Gachala",25293,2001,10,0
"15492","Cundinamarca","Gachala",25293,2002,22,5
"15493","Cundinamarca","Gachala",25293,2003,108,44
"15494","Cundinamarca","Gachala",25293,2004,77,32
"15495","Cundinamarca","Gachala",25293,2005,57,0
"15496","Cundinamarca","Gachala",25293,2006,61,8
"15497","Cundinamarca","Gachala",25293,2007,49,4
"15498","Cundinamarca","Gachala",25293,2008,20,1
"15499","Cundinamarca","Gachala",25293,2009,13,12
"15500","Cundinamarca","Gachala",25293,2011,4,0
"15501","Cundinamarca","Gachala",25293,2012,4,0
"15502","Cundinamarca","Gachala",25293,2013,2,3
"15503","Cundinamarca","Gachala",25293,2014,3,0
"15504","Cundinamarca","Gachala",25293,2015,4,0
"15505","Cundinamarca","Gachala",25293,2016,1,0
"15506","Cundinamarca","Gachancipá",25295,1995,1,2
"15507","Cundinamarca","Gachancipá",25295,2006,4,21
"15508","Cundinamarca","Gachancipá",25295,2012,9,18
"15509","Cundinamarca","Gachetá",25297,1980,1,0
"15510","Cundinamarca","Gachetá",25297,1995,3,12
"15511","Cundinamarca","Gachetá",25297,1997,28,3
"15512","Cundinamarca","Gachetá",25297,1998,8,8
"15513","Cundinamarca","Gachetá",25297,1999,19,4
"15514","Cundinamarca","Gachetá",25297,2000,3,5
"15515","Cundinamarca","Gachetá",25297,2001,61,20
"15516","Cundinamarca","Gachetá",25297,2002,58,14
"15517","Cundinamarca","Gachetá",25297,2003,65,17
"15518","Cundinamarca","Gachetá",25297,2004,42,10
"15519","Cundinamarca","Gachetá",25297,2005,56,6
"15520","Cundinamarca","Gachetá",25297,2006,37,13
"15521","Cundinamarca","Gachetá",25297,2007,61,12
"15522","Cundinamarca","Gachetá",25297,2008,4,8
"15523","Cundinamarca","Gachetá",25297,2009,19,25
"15524","Cundinamarca","Gachetá",25297,2010,10,18
"15525","Cundinamarca","Gachetá",25297,2011,6,5
"15526","Cundinamarca","Gachetá",25297,2012,8,0
"15527","Cundinamarca","Gachetá",25297,2013,2,5
"15528","Cundinamarca","Gachetá",25297,2014,2,6
"15529","Cundinamarca","Gachetá",25297,2015,5,0
"15530","Cundinamarca","Gama",25299,1997,1,0
"15531","Cundinamarca","Gama",25299,1998,5,0
"15532","Cundinamarca","Gama",25299,1999,1,0
"15533","Cundinamarca","Gama",25299,2001,19,0
"15534","Cundinamarca","Gama",25299,2002,25,0
"15535","Cundinamarca","Gama",25299,2003,29,8
"15536","Cundinamarca","Gama",25299,2004,22,0
"15537","Cundinamarca","Gama",25299,2005,4,0
"15538","Cundinamarca","Gama",25299,2006,5,7
"15539","Cundinamarca","Gama",25299,2007,17,0
"15540","Cundinamarca","Gama",25299,2008,1,0
"15541","Cundinamarca","Gama",25299,2011,2,0
"15542","Cundinamarca","Gama",25299,2012,4,0
"15543","Cundinamarca","Gama",25299,2013,3,0
"15544","Cundinamarca","Gama",25299,2014,5,0
"15545","Cundinamarca","Girardot",25307,1989,1,4
"15546","Cundinamarca","Girardot",25307,1991,3,5
"15547","Cundinamarca","Girardot",25307,1992,5,32
"15548","Cundinamarca","Girardot",25307,1993,2,13
"15549","Cundinamarca","Girardot",25307,1997,3,26
"15550","Cundinamarca","Girardot",25307,1998,8,40
"15551","Cundinamarca","Girardot",25307,1999,10,94
"15552","Cundinamarca","Girardot",25307,2000,9,269
"15553","Cundinamarca","Girardot",25307,2001,26,507
"15554","Cundinamarca","Girardot",25307,2002,65,745
"15555","Cundinamarca","Girardot",25307,2003,32,143
"15556","Cundinamarca","Girardot",25307,2004,46,146
"15557","Cundinamarca","Girardot",25307,2005,35,186
"15558","Cundinamarca","Girardot",25307,2006,76,104
"15559","Cundinamarca","Girardot",25307,2007,103,208
"15560","Cundinamarca","Girardot",25307,2008,76,148
"15561","Cundinamarca","Girardot",25307,2009,9,109
"15562","Cundinamarca","Girardot",25307,2010,9,100
"15563","Cundinamarca","Girardot",25307,2011,7,66
"15564","Cundinamarca","Girardot",25307,2012,42,61
"15565","Cundinamarca","Girardot",25307,2013,20,47
"15566","Cundinamarca","Girardot",25307,2014,22,70
"15567","Cundinamarca","Girardot",25307,2015,4,74
"15568","Cundinamarca","Girardot",25307,2016,14,40
"15569","Cundinamarca","Girardot",25307,2018,2,39
"15570","Cundinamarca","Granada",25312,1999,2,4
"15571","Cundinamarca","Granada",25312,2000,1,0
"15572","Cundinamarca","Granada",25312,2001,8,39
"15573","Cundinamarca","Granada",25312,2002,6,20
"15574","Cundinamarca","Granada",25312,2003,6,49
"15575","Cundinamarca","Granada",25312,2004,21,87
"15576","Cundinamarca","Granada",25312,2005,3,55
"15577","Cundinamarca","Granada",25312,2006,18,54
"15578","Cundinamarca","Granada",25312,2007,26,19
"15579","Cundinamarca","Granada",25312,2008,17,19
"15580","Cundinamarca","Granada",25312,2009,14,5
"15581","Cundinamarca","Granada",25312,2011,6,14
"15582","Cundinamarca","Granada",25312,2016,7,3
"15583","Cundinamarca","Guachetá",25317,1992,2,0
"15584","Cundinamarca","Guachetá",25317,1993,3,10
"15585","Cundinamarca","Guachetá",25317,1999,5,12
"15586","Cundinamarca","Guachetá",25317,2000,9,79
"15587","Cundinamarca","Guachetá",25317,2002,6,40
"15588","Cundinamarca","Guachetá",25317,2003,7,30
"15589","Cundinamarca","Guachetá",25317,2004,2,28
"15590","Cundinamarca","Guachetá",25317,2005,13,45
"15591","Cundinamarca","Guachetá",25317,2010,3,63
"15592","Cundinamarca","Guachetá",25317,2014,3,28
"15593","Cundinamarca","Guaduas",25320,1986,4,7
"15594","Cundinamarca","Guaduas",25320,1987,1,0
"15595","Cundinamarca","Guaduas",25320,1988,4,7
"15596","Cundinamarca","Guaduas",25320,1989,3,9
"15597","Cundinamarca","Guaduas",25320,1991,6,4
"15598","Cundinamarca","Guaduas",25320,1992,5,3
"15599","Cundinamarca","Guaduas",25320,1993,4,16
"15600","Cundinamarca","Guaduas",25320,1994,1,8
"15601","Cundinamarca","Guaduas",25320,1995,4,9
"15602","Cundinamarca","Guaduas",25320,1996,15,32
"15603","Cundinamarca","Guaduas",25320,1997,14,8
"15604","Cundinamarca","Guaduas",25320,1998,19,33
"15605","Cundinamarca","Guaduas",25320,1999,18,63
"15606","Cundinamarca","Guaduas",25320,2000,31,343
"15607","Cundinamarca","Guaduas",25320,2001,164,270
"15608","Cundinamarca","Guaduas",25320,2002,272,235
"15609","Cundinamarca","Guaduas",25320,2003,264,198
"15610","Cundinamarca","Guaduas",25320,2004,174,69
"15611","Cundinamarca","Guaduas",25320,2005,188,61
"15612","Cundinamarca","Guaduas",25320,2006,107,90
"15613","Cundinamarca","Guaduas",25320,2007,247,102
"15614","Cundinamarca","Guaduas",25320,2008,101,100
"15615","Cundinamarca","Guaduas",25320,2009,67,26
"15616","Cundinamarca","Guaduas",25320,2010,21,41
"15617","Cundinamarca","Guaduas",25320,2011,11,7
"15618","Cundinamarca","Guaduas",25320,2012,14,1
"15619","Cundinamarca","Guaduas",25320,2013,27,14
"15620","Cundinamarca","Guaduas",25320,2014,18,20
"15621","Cundinamarca","Guaduas",25320,2015,17,10
"15622","Cundinamarca","Guaduas",25320,2016,11,0
"15623","Cundinamarca","Guaduas",25320,2017,13,0
"15624","Cundinamarca","Guaduas",25320,2018,2,4
"15625","Cundinamarca","Guasca",25322,1999,2,13
"15626","Cundinamarca","Guasca",25322,2000,12,5
"15627","Cundinamarca","Guasca",25322,2001,4,9
"15628","Cundinamarca","Guasca",25322,2002,9,47
"15629","Cundinamarca","Guasca",25322,2004,9,66
"15630","Cundinamarca","Guasca",25322,2005,10,64
"15631","Cundinamarca","Guasca",25322,2006,13,24
"15632","Cundinamarca","Guasca",25322,2007,3,51
"15633","Cundinamarca","Guasca",25322,2008,3,67
"15634","Cundinamarca","Guasca",25322,2013,1,15
"15635","Cundinamarca","Guasca",25322,2014,6,5
"15636","Cundinamarca","Guasca",25322,2015,2,18
"15637","Cundinamarca","Guataquí",25324,1995,4,0
"15638","Cundinamarca","Guataquí",25324,2002,25,0
"15639","Cundinamarca","Guataquí",25324,2003,11,0
"15640","Cundinamarca","Guataquí",25324,2004,7,9
"15641","Cundinamarca","Guataquí",25324,2005,30,11
"15642","Cundinamarca","Guataquí",25324,2006,10,0
"15643","Cundinamarca","Guataquí",25324,2007,14,0
"15644","Cundinamarca","Guataquí",25324,2009,5,6
"15645","Cundinamarca","Guataquí",25324,2011,5,0
"15646","Cundinamarca","Guataquí",25324,2014,6,0
"15647","Cundinamarca","Guataquí",25324,2017,2,0
"15648","Cundinamarca","Guataquí",25324,2018,2,0
"15649","Cundinamarca","Guatavita",25326,2003,8,0
"15650","Cundinamarca","Guatavita",25326,2007,12,0
"15651","Cundinamarca","Guatavita",25326,2015,1,0
"15652","Cundinamarca","Guayabal de Siquima",25328,1986,1,0
"15653","Cundinamarca","Guayabal de Siquima",25328,1991,8,0
"15654","Cundinamarca","Guayabal de Siquima",25328,1993,6,10
"15655","Cundinamarca","Guayabal de Siquima",25328,1994,1,0
"15656","Cundinamarca","Guayabal de Siquima",25328,1995,1,0
"15657","Cundinamarca","Guayabal de Siquima",25328,1996,14,0
"15658","Cundinamarca","Guayabal de Siquima",25328,1997,7,1
"15659","Cundinamarca","Guayabal de Siquima",25328,1998,9,1
"15660","Cundinamarca","Guayabal de Siquima",25328,1999,13,2
"15661","Cundinamarca","Guayabal de Siquima",25328,2000,34,19
"15662","Cundinamarca","Guayabal de Siquima",25328,2001,69,14
"15663","Cundinamarca","Guayabal de Siquima",25328,2002,183,68
"15664","Cundinamarca","Guayabal de Siquima",25328,2003,219,47
"15665","Cundinamarca","Guayabal de Siquima",25328,2004,44,20
"15666","Cundinamarca","Guayabal de Siquima",25328,2005,65,20
"15667","Cundinamarca","Guayabal de Siquima",25328,2006,33,47
"15668","Cundinamarca","Guayabal de Siquima",25328,2007,28,10
"15669","Cundinamarca","Guayabal de Siquima",25328,2008,51,9
"15670","Cundinamarca","Guayabal de Siquima",25328,2009,22,0
"15671","Cundinamarca","Guayabal de Siquima",25328,2010,9,7
"15672","Cundinamarca","Guayabal de Siquima",25328,2011,1,1
"15673","Cundinamarca","Guayabal de Siquima",25328,2012,2,0
"15674","Cundinamarca","Guayabal de Siquima",25328,2013,3,0
"15675","Cundinamarca","Guayabal de Siquima",25328,2016,1,2
"15676","Cundinamarca","Guayabal de Siquima",25328,2017,5,1
"15677","Cundinamarca","Guayabetal",25335,1986,1,0
"15678","Cundinamarca","Guayabetal",25335,1989,4,4
"15679","Cundinamarca","Guayabetal",25335,1990,18,6
"15680","Cundinamarca","Guayabetal",25335,1991,3,0
"15681","Cundinamarca","Guayabetal",25335,1992,59,36
"15682","Cundinamarca","Guayabetal",25335,1993,16,17
"15683","Cundinamarca","Guayabetal",25335,1994,34,23
"15684","Cundinamarca","Guayabetal",25335,1995,192,140
"15685","Cundinamarca","Guayabetal",25335,1996,17,12
"15686","Cundinamarca","Guayabetal",25335,1997,41,17
"15687","Cundinamarca","Guayabetal",25335,1998,105,37
"15688","Cundinamarca","Guayabetal",25335,1999,46,37
"15689","Cundinamarca","Guayabetal",25335,2000,391,120
"15690","Cundinamarca","Guayabetal",25335,2001,54,25
"15691","Cundinamarca","Guayabetal",25335,2002,98,48
"15692","Cundinamarca","Guayabetal",25335,2003,62,9
"15693","Cundinamarca","Guayabetal",25335,2004,37,11
"15694","Cundinamarca","Guayabetal",25335,2005,16,0
"15695","Cundinamarca","Guayabetal",25335,2006,22,2
"15696","Cundinamarca","Guayabetal",25335,2007,51,16
"15697","Cundinamarca","Guayabetal",25335,2008,21,35
"15698","Cundinamarca","Guayabetal",25335,2009,5,37
"15699","Cundinamarca","Guayabetal",25335,2010,10,4
"15700","Cundinamarca","Guayabetal",25335,2011,22,18
"15701","Cundinamarca","Guayabetal",25335,2012,7,1
"15702","Cundinamarca","Guayabetal",25335,2013,3,9
"15703","Cundinamarca","Guayabetal",25335,2014,3,4
"15704","Cundinamarca","Guayabetal",25335,2015,2,6
"15705","Cundinamarca","Guayabetal",25335,2016,4,2
"15706","Cundinamarca","Guayabetal",25335,2017,4,0
"15707","Cundinamarca","Guayabetal",25335,2018,1,0
"15708","Cundinamarca","Gutiérrez",25339,1987,2,0
"15709","Cundinamarca","Gutiérrez",25339,1988,14,14
"15710","Cundinamarca","Gutiérrez",25339,1991,7,0
"15711","Cundinamarca","Gutiérrez",25339,1992,11,0
"15712","Cundinamarca","Gutiérrez",25339,1993,6,0
"15713","Cundinamarca","Gutiérrez",25339,1995,2,0
"15714","Cundinamarca","Gutiérrez",25339,1996,9,0
"15715","Cundinamarca","Gutiérrez",25339,1997,13,0
"15716","Cundinamarca","Gutiérrez",25339,1998,4,0
"15717","Cundinamarca","Gutiérrez",25339,1999,9,0
"15718","Cundinamarca","Gutiérrez",25339,2000,52,0
"15719","Cundinamarca","Gutiérrez",25339,2001,165,6
"15720","Cundinamarca","Gutiérrez",25339,2002,97,20
"15721","Cundinamarca","Gutiérrez",25339,2004,30,12
"15722","Cundinamarca","Gutiérrez",25339,2005,10,4
"15723","Cundinamarca","Gutiérrez",25339,2006,15,3
"15724","Cundinamarca","Gutiérrez",25339,2007,11,0
"15725","Cundinamarca","Gutiérrez",25339,2008,34,6
"15726","Cundinamarca","Gutiérrez",25339,2009,58,16
"15727","Cundinamarca","Gutiérrez",25339,2010,10,0
"15728","Cundinamarca","Gutiérrez",25339,2011,66,19
"15729","Cundinamarca","Gutiérrez",25339,2012,15,0
"15730","Cundinamarca","Gutiérrez",25339,2013,10,3
"15731","Cundinamarca","Gutiérrez",25339,2014,16,0
"15732","Cundinamarca","Gutiérrez",25339,2015,17,0
"15733","Cundinamarca","Gutiérrez",25339,2016,2,0
"15734","Cundinamarca","Jerusalén",25368,1987,3,0
"15735","Cundinamarca","Jerusalén",25368,1989,5,0
"15736","Cundinamarca","Jerusalén",25368,1990,7,0
"15737","Cundinamarca","Jerusalén",25368,1991,1,0
"15738","Cundinamarca","Jerusalén",25368,1992,22,0
"15739","Cundinamarca","Jerusalén",25368,1995,3,0
"15740","Cundinamarca","Jerusalén",25368,1996,19,0
"15741","Cundinamarca","Jerusalén",25368,1997,6,3
"15742","Cundinamarca","Jerusalén",25368,1998,5,0
