dpto,mpio,codmpio,anio,salida,llegada,lon,lat
Antioquia,La Ceja,5376,2002,161,837,-75.429,6.028
Antioquia,La Ceja,5376,2003,153,760,-75.429,6.028
Antioquia,La Ceja,5376,2004,206,661,-75.429,6.028
Antioquia,La Ceja,5376,2005,123,479,-75.429,6.028
Antioquia,La Ceja,5376,2006,99,325,-75.429,6.028
Antioquia,La Ceja,5376,2007,119,246,-75.429,6.028
Antioquia,La Ceja,5376,2008,91,170,-75.429,6.028
Antioquia,La Ceja,5376,2009,26,92,-75.429,6.028
Antioquia,La Ceja,5376,2010,28,83,-75.429,6.028
Antioquia,La Ceja,5376,2011,24,114,-75.429,6.028
Antioquia,La Ceja,5376,2012,26,134,-75.429,6.028
Antioquia,La Ceja,5376,2013,15,73,-75.429,6.028
Antioquia,La Ceja,5376,2014,25,65,-75.429,6.028
Antioquia,La Ceja,5376,2015,24,49,-75.429,6.028
Antioquia,La Ceja,5376,2016,21,30,-75.429,6.028
Antioquia,La Ceja,5376,2017,3,26,-75.429,6.028
Antioquia,La Ceja,5376,2018,3,22,-75.429,6.028
Antioquia,La Estrella,5380,1987,4,29,-75.645,6.158
Antioquia,La Estrella,5380,1990,1,15,-75.645,6.158
Antioquia,La Estrella,5380,1991,6,10,-75.645,6.158
Antioquia,La Estrella,5380,1992,13,23,-75.645,6.158
Antioquia,La Estrella,5380,1993,2,30,-75.645,6.158
Antioquia,La Estrella,5380,1995,7,44,-75.645,6.158
Antioquia,La Estrella,5380,1996,6,135,-75.645,6.158
Antioquia,La Estrella,5380,1997,7,112,-75.645,6.158
Antioquia,La Estrella,5380,1998,15,101,-75.645,6.158
Antioquia,La Estrella,5380,1999,10,98,-75.645,6.158
Antioquia,La Estrella,5380,2000,11,193,-75.645,6.158
Antioquia,La Estrella,5380,2001,11,251,-75.645,6.158
Antioquia,La Estrella,5380,2002,12,227,-75.645,6.158
Antioquia,La Estrella,5380,2003,14,125,-75.645,6.158
Antioquia,La Estrella,5380,2004,17,144,-75.645,6.158
Antioquia,La Estrella,5380,2005,6,83,-75.645,6.158
Antioquia,La Estrella,5380,2006,26,108,-75.645,6.158
Antioquia,La Estrella,5380,2007,25,125,-75.645,6.158
Antioquia,La Estrella,5380,2008,27,96,-75.645,6.158
Antioquia,La Estrella,5380,2009,10,122,-75.645,6.158
Antioquia,La Estrella,5380,2010,19,102,-75.645,6.158
Antioquia,La Estrella,5380,2011,47,126,-75.645,6.158
Antioquia,La Estrella,5380,2012,77,99,-75.645,6.158
Antioquia,La Estrella,5380,2013,120,120,-75.645,6.158
Antioquia,La Estrella,5380,2014,26,68,-75.645,6.158
Antioquia,La Estrella,5380,2015,19,79,-75.645,6.158
Antioquia,La Estrella,5380,2016,13,68,-75.645,6.158
Antioquia,La Estrella,5380,2017,13,52,-75.645,6.158
Antioquia,La Estrella,5380,2018,14,105,-75.645,6.158
Antioquia,La Estrella,5380,2019,2,89,-75.645,6.158
Antioquia,La Pintada,5390,1985,8,6,-75.608,5.744
Antioquia,La Pintada,5390,1987,6,3,-75.608,5.744
Antioquia,La Pintada,5390,1989,4,27,-75.608,5.744
Antioquia,La Pintada,5390,1992,2,20,-75.608,5.744
Antioquia,La Pintada,5390,1993,4,12,-75.608,5.744
Antioquia,La Pintada,5390,1994,11,1,-75.608,5.744
Antioquia,La Pintada,5390,1995,1,6,-75.608,5.744
Antioquia,La Pintada,5390,1996,4,16,-75.608,5.744
Antioquia,La Pintada,5390,1997,105,88,-75.608,5.744
Antioquia,La Pintada,5390,1998,27,42,-75.608,5.744
Antioquia,La Pintada,5390,1999,23,37,-75.608,5.744
Antioquia,La Pintada,5390,2000,35,38,-75.608,5.744
Antioquia,La Pintada,5390,2001,90,50,-75.608,5.744
Antioquia,La Pintada,5390,2002,203,71,-75.608,5.744
Antioquia,La Pintada,5390,2003,54,19,-75.608,5.744
Antioquia,La Pintada,5390,2004,52,19,-75.608,5.744
Antioquia,La Pintada,5390,2005,55,6,-75.608,5.744
Antioquia,La Pintada,5390,2006,42,4,-75.608,5.744
Antioquia,La Pintada,5390,2007,12,4,-75.608,5.744
Antioquia,La Pintada,5390,2008,34,15,-75.608,5.744
Antioquia,La Pintada,5390,2009,36,5,-75.608,5.744
Antioquia,La Pintada,5390,2010,1,15,-75.608,5.744
Antioquia,La Pintada,5390,2011,4,10,-75.608,5.744
Antioquia,La Pintada,5390,2012,15,36,-75.608,5.744
Antioquia,La Pintada,5390,2013,9,17,-75.608,5.744
Antioquia,La Pintada,5390,2014,22,6,-75.608,5.744
Antioquia,La Pintada,5390,2015,15,2,-75.608,5.744
Antioquia,La Pintada,5390,2016,13,10,-75.608,5.744
Antioquia,La Pintada,5390,2017,12,1,-75.608,5.744
Antioquia,La Pintada,5390,2018,7,2,-75.608,5.744
Antioquia,La Pintada,5390,2019,2,2,-75.608,5.744
Antioquia,La Unión,5400,1985,3,15,-75.361,5.974
Antioquia,La Unión,5400,1986,2,0,-75.361,5.974
Antioquia,La Unión,5400,1988,17,0,-75.361,5.974
Antioquia,La Unión,5400,1989,2,18,-75.361,5.974
Antioquia,La Unión,5400,1990,4,32,-75.361,5.974
Antioquia,La Unión,5400,1991,13,21,-75.361,5.974
Antioquia,La Unión,5400,1992,17,51,-75.361,5.974
Antioquia,La Unión,5400,1993,84,91,-75.361,5.974
Antioquia,La Unión,5400,1994,213,210,-75.361,5.974
Antioquia,La Unión,5400,1995,127,103,-75.361,5.974
Antioquia,La Unión,5400,1996,285,217,-75.361,5.974
Antioquia,La Unión,5400,1997,822,895,-75.361,5.974
Antioquia,La Unión,5400,1998,668,649,-75.361,5.974
Antioquia,La Unión,5400,1999,434,516,-75.361,5.974
Antioquia,La Unión,5400,2000,1571,1483,-75.361,5.974
Antioquia,La Unión,5400,2001,1088,868,-75.361,5.974
Antioquia,La Unión,5400,2002,944,1025,-75.361,5.974
Antioquia,La Unión,5400,2003,372,503,-75.361,5.974
Antioquia,La Unión,5400,2004,217,301,-75.361,5.974
Antioquia,La Unión,5400,2005,207,216,-75.361,5.974
Antioquia,La Unión,5400,2006,116,193,-75.361,5.974
Antioquia,La Unión,5400,2007,236,256,-75.361,5.974
Antioquia,La Unión,5400,2008,103,112,-75.361,5.974
Antioquia,La Unión,5400,2009,59,83,-75.361,5.974
Antioquia,La Unión,5400,2010,32,106,-75.361,5.974
Antioquia,La Unión,5400,2011,17,22,-75.361,5.974
Antioquia,La Unión,5400,2012,36,74,-75.361,5.974
Antioquia,La Unión,5400,2013,28,44,-75.361,5.974
Antioquia,La Unión,5400,2014,10,31,-75.361,5.974
Antioquia,La Unión,5400,2015,10,38,-75.361,5.974
Antioquia,La Unión,5400,2016,7,28,-75.361,5.974
Antioquia,La Unión,5400,2017,8,23,-75.361,5.974
Antioquia,La Unión,5400,2018,5,16,-75.361,5.974
Antioquia,La Unión,5400,2019,2,1,-75.361,5.974
Antioquia,Liborina,5411,1985,11,10,-75.813,6.677
Antioquia,Liborina,5411,1986,7,6,-75.813,6.677
Antioquia,Liborina,5411,1987,19,18,-75.813,6.677
Antioquia,Liborina,5411,1988,4,19,-75.813,6.677
Antioquia,Liborina,5411,1989,7,0,-75.813,6.677
Antioquia,Liborina,5411,1990,11,4,-75.813,6.677
Antioquia,Liborina,5411,1991,31,2,-75.813,6.677
Antioquia,Liborina,5411,1992,62,18,-75.813,6.677
Antioquia,Liborina,5411,1993,24,17,-75.813,6.677
Antioquia,Liborina,5411,1994,155,78,-75.813,6.677
Antioquia,Liborina,5411,1995,123,80,-75.813,6.677
Antioquia,Liborina,5411,1996,194,98,-75.813,6.677
Antioquia,Liborina,5411,1997,613,263,-75.813,6.677
Antioquia,Liborina,5411,1998,2223,1565,-75.813,6.677
Antioquia,Liborina,5411,1999,283,121,-75.813,6.677
Antioquia,Liborina,5411,2000,200,96,-75.813,6.677
Antioquia,Liborina,5411,2001,129,42,-75.813,6.677
Antioquia,Liborina,5411,2002,121,61,-75.813,6.677
Antioquia,Liborina,5411,2003,129,87,-75.813,6.677
Antioquia,Liborina,5411,2004,137,41,-75.813,6.677
Antioquia,Liborina,5411,2005,141,37,-75.813,6.677
Antioquia,Liborina,5411,2006,61,14,-75.813,6.677
Antioquia,Liborina,5411,2007,50,14,-75.813,6.677
Antioquia,Liborina,5411,2008,63,29,-75.813,6.677
Antioquia,Liborina,5411,2009,67,35,-75.813,6.677
Antioquia,Liborina,5411,2010,36,12,-75.813,6.677
Antioquia,Liborina,5411,2011,50,29,-75.813,6.677
Antioquia,Liborina,5411,2012,27,9,-75.813,6.677
Antioquia,Liborina,5411,2013,28,33,-75.813,6.677
Antioquia,Liborina,5411,2014,17,18,-75.813,6.677
Antioquia,Liborina,5411,2015,24,11,-75.813,6.677
Antioquia,Liborina,5411,2016,16,16,-75.813,6.677
Antioquia,Liborina,5411,2017,12,5,-75.813,6.677
Antioquia,Liborina,5411,2018,17,5,-75.813,6.677
Antioquia,Liborina,5411,2019,5,4,-75.813,6.677
Antioquia,Maceo,5425,1971,1,0,-74.787,6.552
Antioquia,Maceo,5425,1980,1,0,-74.787,6.552
Antioquia,Maceo,5425,1982,5,0,-74.787,6.552
Antioquia,Maceo,5425,1983,9,4,-74.787,6.552
Antioquia,Maceo,5425,1984,4,0,-74.787,6.552
Antioquia,Maceo,5425,1985,38,13,-74.787,6.552
Antioquia,Maceo,5425,1986,23,11,-74.787,6.552
Antioquia,Maceo,5425,1987,21,5,-74.787,6.552
Antioquia,Maceo,5425,1988,10,10,-74.787,6.552
Antioquia,Maceo,5425,1989,99,24,-74.787,6.552
Antioquia,Maceo,5425,1990,46,29,-74.787,6.552
Antioquia,Maceo,5425,1991,62,12,-74.787,6.552
Antioquia,Maceo,5425,1992,50,15,-74.787,6.552
Antioquia,Maceo,5425,1993,16,26,-74.787,6.552
Antioquia,Maceo,5425,1994,41,30,-74.787,6.552
Antioquia,Maceo,5425,1995,68,30,-74.787,6.552
Antioquia,Maceo,5425,1996,184,34,-74.787,6.552
Antioquia,Maceo,5425,1997,231,47,-74.787,6.552
Antioquia,Maceo,5425,1998,83,65,-74.787,6.552
Antioquia,Maceo,5425,1999,92,45,-74.787,6.552
Antioquia,Maceo,5425,2000,109,26,-74.787,6.552
Antioquia,Maceo,5425,2001,91,57,-74.787,6.552
Antioquia,Maceo,5425,2002,91,81,-74.787,6.552
Antioquia,Maceo,5425,2003,137,74,-74.787,6.552
Antioquia,Maceo,5425,2004,72,57,-74.787,6.552
Antioquia,Maceo,5425,2005,133,49,-74.787,6.552
Antioquia,Maceo,5425,2006,117,48,-74.787,6.552
Antioquia,Maceo,5425,2007,99,50,-74.787,6.552
Antioquia,Maceo,5425,2008,74,70,-74.787,6.552
Antioquia,Maceo,5425,2009,98,78,-74.787,6.552
Antioquia,Maceo,5425,2010,81,49,-74.787,6.552
Antioquia,Maceo,5425,2011,57,23,-74.787,6.552
Antioquia,Maceo,5425,2012,30,15,-74.787,6.552
Antioquia,Maceo,5425,2013,50,30,-74.787,6.552
Antioquia,Maceo,5425,2014,20,35,-74.787,6.552
Antioquia,Maceo,5425,2015,57,9,-74.787,6.552
Antioquia,Maceo,5425,2016,29,8,-74.787,6.552
Antioquia,Maceo,5425,2017,19,2,-74.787,6.552
Antioquia,Maceo,5425,2018,10,15,-74.787,6.552
Antioquia,Maceo,5425,2019,16,19,-74.787,6.552
Antioquia,Marinilla,5440,1985,3,18,-75.339,6.172
Antioquia,Marinilla,5440,1986,6,25,-75.339,6.172
Antioquia,Marinilla,5440,1989,11,30,-75.339,6.172
Antioquia,Marinilla,5440,1990,5,79,-75.339,6.172
Antioquia,Marinilla,5440,1991,21,39,-75.339,6.172
Antioquia,Marinilla,5440,1992,22,75,-75.339,6.172
Antioquia,Marinilla,5440,1993,6,55,-75.339,6.172
Antioquia,Marinilla,5440,1994,23,94,-75.339,6.172
Antioquia,Marinilla,5440,1995,35,92,-75.339,6.172
Antioquia,Marinilla,5440,1996,5,154,-75.339,6.172
Antioquia,Marinilla,5440,1997,41,161,-75.339,6.172
Antioquia,Marinilla,5440,1998,126,240,-75.339,6.172
Antioquia,Marinilla,5440,1999,106,515,-75.339,6.172
Antioquia,Marinilla,5440,2000,594,1532,-75.339,6.172
Antioquia,Marinilla,5440,2001,1368,1688,-75.339,6.172
Antioquia,Marinilla,5440,2002,316,953,-75.339,6.172
Antioquia,Marinilla,5440,2003,150,652,-75.339,6.172
Antioquia,Marinilla,5440,2004,122,569,-75.339,6.172
Antioquia,Marinilla,5440,2005,136,301,-75.339,6.172
Antioquia,Marinilla,5440,2006,102,277,-75.339,6.172
Antioquia,Marinilla,5440,2007,118,220,-75.339,6.172
Antioquia,Marinilla,5440,2008,100,217,-75.339,6.172
Antioquia,Marinilla,5440,2009,53,190,-75.339,6.172
Antioquia,Marinilla,5440,2010,27,149,-75.339,6.172
Antioquia,Marinilla,5440,2011,39,141,-75.339,6.172
Antioquia,Marinilla,5440,2012,51,173,-75.339,6.172
Antioquia,Marinilla,5440,2013,48,156,-75.339,6.172
Antioquia,Marinilla,5440,2014,48,193,-75.339,6.172
Antioquia,Marinilla,5440,2015,15,164,-75.339,6.172
Antioquia,Marinilla,5440,2016,27,75,-75.339,6.172
Antioquia,Marinilla,5440,2017,9,90,-75.339,6.172
Antioquia,Marinilla,5440,2018,13,116,-75.339,6.172
Antioquia,Marinilla,5440,2019,11,49,-75.339,6.172
Antioquia,Medellín,5001,1977,2,19,-75.582,6.247
Antioquia,Medellín,5001,1980,2,34,-75.582,6.247
Antioquia,Medellín,5001,1981,8,14,-75.582,6.247
Antioquia,Medellín,5001,1982,9,37,-75.582,6.247
Antioquia,Medellín,5001,1983,2,49,-75.582,6.247
Antioquia,Medellín,5001,1985,30,344,-75.582,6.247
Antioquia,Medellín,5001,1986,89,501,-75.582,6.247
Antioquia,Medellín,5001,1987,137,711,-75.582,6.247
Antioquia,Medellín,5001,1988,190,1078,-75.582,6.247
Antioquia,Medellín,5001,1989,307,1683,-75.582,6.247
Antioquia,Medellín,5001,1990,470,1444,-75.582,6.247
Antioquia,Medellín,5001,1991,561,1532,-75.582,6.247
Antioquia,Medellín,5001,1992,573,1946,-75.582,6.247
Antioquia,Medellín,5001,1993,712,2300,-75.582,6.247
Antioquia,Medellín,5001,1994,701,2753,-75.582,6.247
Antioquia,Medellín,5001,1995,735,8984,-75.582,6.247
Antioquia,Medellín,5001,1996,1097,7939,-75.582,6.247
Antioquia,Medellín,5001,1997,1253,15214,-75.582,6.247
Antioquia,Medellín,5001,1998,1517,16118,-75.582,6.247
Antioquia,Medellín,5001,1999,1812,15899,-75.582,6.247
Antioquia,Medellín,5001,2000,2632,29359,-75.582,6.247
Antioquia,Medellín,5001,2001,3766,35752,-75.582,6.247
Antioquia,Medellín,5001,2002,6585,26868,-75.582,6.247
Antioquia,Medellín,5001,2003,4102,14910,-75.582,6.247
Antioquia,Medellín,5001,2004,2493,14419,-75.582,6.247
Antioquia,Medellín,5001,2005,2456,15914,-75.582,6.247
Antioquia,Medellín,5001,2006,2147,15256,-75.582,6.247
Antioquia,Medellín,5001,2007,3084,17262,-75.582,6.247
Antioquia,Medellín,5001,2008,3598,17735,-75.582,6.247
Antioquia,Medellín,5001,2009,7479,16174,-75.582,6.247
Antioquia,Medellín,5001,2010,10670,17860,-75.582,6.247
Antioquia,Medellín,5001,2011,16389,25860,-75.582,6.247
Antioquia,Medellín,5001,2012,12811,20694,-75.582,6.247
Antioquia,Medellín,5001,2013,8974,15750,-75.582,6.247
Antioquia,Medellín,5001,2014,6814,14056,-75.582,6.247
Antioquia,Medellín,5001,2015,4641,11318,-75.582,6.247
Antioquia,Medellín,5001,2016,2374,6293,-75.582,6.247
Antioquia,Medellín,5001,2017,2937,6064,-75.582,6.247
Antioquia,Medellín,5001,2018,2754,9845,-75.582,6.247
Antioquia,Medellín,5001,2019,688,6707,-75.582,6.247
Antioquia,Montebello,5467,1985,9,5,-75.524,5.946
Antioquia,Montebello,5467,1986,4,11,-75.524,5.946
Antioquia,Montebello,5467,1988,1,0,-75.524,5.946
Antioquia,Montebello,5467,1989,1,1,-75.524,5.946
Antioquia,Montebello,5467,1990,5,0,-75.524,5.946
Antioquia,Montebello,5467,1991,15,0,-75.524,5.946
Antioquia,Montebello,5467,1992,12,3,-75.524,5.946
Antioquia,Montebello,5467,1993,9,6,-75.524,5.946
Antioquia,Montebello,5467,1994,58,15,-75.524,5.946
Antioquia,Montebello,5467,1995,25,7,-75.524,5.946
Antioquia,Montebello,5467,1996,28,10,-75.524,5.946
Antioquia,Montebello,5467,1997,39,3,-75.524,5.946
Antioquia,Montebello,5467,1998,153,63,-75.524,5.946
Antioquia,Montebello,5467,1999,154,76,-75.524,5.946
Antioquia,Montebello,5467,2000,604,173,-75.524,5.946
Antioquia,Montebello,5467,2001,883,315,-75.524,5.946
Antioquia,Montebello,5467,2002,1053,260,-75.524,5.946
Antioquia,Montebello,5467,2003,424,186,-75.524,5.946
Antioquia,Montebello,5467,2004,186,83,-75.524,5.946
Antioquia,Montebello,5467,2005,152,29,-75.524,5.946
Antioquia,Montebello,5467,2006,105,48,-75.524,5.946
Antioquia,Montebello,5467,2007,70,33,-75.524,5.946
Antioquia,Montebello,5467,2008,138,22,-75.524,5.946
Antioquia,Montebello,5467,2009,46,0,-75.524,5.946
Antioquia,Montebello,5467,2010,16,1,-75.524,5.946
Antioquia,Montebello,5467,2011,16,12,-75.524,5.946
Antioquia,Montebello,5467,2012,29,26,-75.524,5.946
Antioquia,Montebello,5467,2013,30,43,-75.524,5.946
Antioquia,Montebello,5467,2014,28,13,-75.524,5.946
Antioquia,Montebello,5467,2015,6,16,-75.524,5.946
Antioquia,Montebello,5467,2017,5,5,-75.524,5.946
Antioquia,Montebello,5467,2018,2,11,-75.524,5.946
Antioquia,Montebello,5467,2019,2,5,-75.524,5.946
Antioquia,Murindó,5475,1977,3,3,-76.817,6.978
Antioquia,Murindó,5475,1986,54,12,-76.817,6.978
Antioquia,Murindó,5475,1987,6,0,-76.817,6.978
Antioquia,Murindó,5475,1988,2,0,-76.817,6.978
Antioquia,Murindó,5475,1989,4,0,-76.817,6.978
Antioquia,Murindó,5475,1990,2,0,-76.817,6.978
Antioquia,Murindó,5475,1991,6,2,-76.817,6.978
Antioquia,Murindó,5475,1992,8,0,-76.817,6.978
Antioquia,Murindó,5475,1993,11,2,-76.817,6.978
Antioquia,Murindó,5475,1994,4,14,-76.817,6.978
Antioquia,Murindó,5475,1995,15,8,-76.817,6.978
Antioquia,Murindó,5475,1996,43,46,-76.817,6.978
Antioquia,Murindó,5475,1997,364,518,-76.817,6.978
Antioquia,Murindó,5475,1998,170,55,-76.817,6.978
Antioquia,Murindó,5475,1999,104,76,-76.817,6.978
Antioquia,Murindó,5475,2000,117,149,-76.817,6.978
Antioquia,Murindó,5475,2001,1016,2374,-76.817,6.978
Antioquia,Murindó,5475,2002,452,490,-76.817,6.978
Antioquia,Murindó,5475,2003,58,60,-76.817,6.978
Antioquia,Murindó,5475,2004,162,15,-76.817,6.978
Antioquia,Murindó,5475,2005,146,84,-76.817,6.978
Antioquia,Murindó,5475,2006,66,10,-76.817,6.978
Antioquia,Murindó,5475,2007,58,0,-76.817,6.978
Antioquia,Murindó,5475,2008,77,43,-76.817,6.978
Antioquia,Murindó,5475,2009,52,1,-76.817,6.978
Antioquia,Murindó,5475,2010,48,19,-76.817,6.978
Antioquia,Murindó,5475,2011,40,8,-76.817,6.978
Antioquia,Murindó,5475,2012,38,5,-76.817,6.978
Antioquia,Murindó,5475,2013,41,20,-76.817,6.978
Antioquia,Murindó,5475,2014,49,2,-76.817,6.978
Antioquia,Murindó,5475,2015,19,0,-76.817,6.978
Antioquia,Murindó,5475,2016,8,4,-76.817,6.978
Antioquia,Murindó,5475,2017,7,1,-76.817,6.978
Antioquia,Murindó,5475,2018,59,0,-76.817,6.978
Antioquia,Murindó,5475,2019,10,0,-76.817,6.978
Antioquia,Mutatá,5480,1959,2,0,-76.436,7.243
Antioquia,Mutatá,5480,1974,3,3,-76.436,7.243
Antioquia,Mutatá,5480,1975,2,0,-76.436,7.243
Antioquia,Mutatá,5480,1976,1,0,-76.436,7.243
Antioquia,Mutatá,5480,1977,10,1,-76.436,7.243
Antioquia,Mutatá,5480,1978,11,0,-76.436,7.243
Antioquia,Mutatá,5480,1980,20,3,-76.436,7.243
Antioquia,Mutatá,5480,1981,21,0,-76.436,7.243
Antioquia,Mutatá,5480,1982,3,1,-76.436,7.243
Antioquia,Mutatá,5480,1983,4,9,-76.436,7.243
Antioquia,Mutatá,5480,1984,21,0,-76.436,7.243
Antioquia,Mutatá,5480,1985,135,17,-76.436,7.243
Antioquia,Mutatá,5480,1986,88,5,-76.436,7.243
Antioquia,Mutatá,5480,1987,117,19,-76.436,7.243
Antioquia,Mutatá,5480,1988,103,11,-76.436,7.243
Antioquia,Mutatá,5480,1989,115,14,-76.436,7.243
Antioquia,Mutatá,5480,1990,151,59,-76.436,7.243
Antioquia,Mutatá,5480,1991,171,36,-76.436,7.243
Antioquia,Mutatá,5480,1992,180,43,-76.436,7.243
Antioquia,Mutatá,5480,1993,235,45,-76.436,7.243
Antioquia,Mutatá,5480,1994,454,158,-76.436,7.243
Antioquia,Mutatá,5480,1995,1084,276,-76.436,7.243
Antioquia,Mutatá,5480,1996,2989,966,-76.436,7.243
Antioquia,Mutatá,5480,1997,10805,11752,-76.436,7.243
Antioquia,Mutatá,5480,1998,5406,2870,-76.436,7.243
Antioquia,Mutatá,5480,1999,2016,441,-76.436,7.243
Antioquia,Mutatá,5480,2000,2894,1486,-76.436,7.243
Antioquia,Mutatá,5480,2001,1688,391,-76.436,7.243
Antioquia,Mutatá,5480,2002,701,162,-76.436,7.243
Antioquia,Mutatá,5480,2003,347,154,-76.436,7.243
Antioquia,Mutatá,5480,2004,403,106,-76.436,7.243
Antioquia,Mutatá,5480,2005,939,193,-76.436,7.243
Antioquia,Mutatá,5480,2006,819,190,-76.436,7.243
Antioquia,Mutatá,5480,2007,554,178,-76.436,7.243
Antioquia,Mutatá,5480,2008,888,166,-76.436,7.243
Antioquia,Mutatá,5480,2009,327,90,-76.436,7.243
Antioquia,Mutatá,5480,2010,259,107,-76.436,7.243
Antioquia,Mutatá,5480,2011,289,55,-76.436,7.243
Antioquia,Mutatá,5480,2012,428,174,-76.436,7.243
Antioquia,Mutatá,5480,2013,287,77,-76.436,7.243
Antioquia,Mutatá,5480,2014,320,66,-76.436,7.243
Antioquia,Mutatá,5480,2015,113,31,-76.436,7.243
Antioquia,Mutatá,5480,2016,65,13,-76.436,7.243
Antioquia,Mutatá,5480,2017,83,18,-76.436,7.243
Antioquia,Mutatá,5480,2018,68,42,-76.436,7.243
Antioquia,Mutatá,5480,2019,34,26,-76.436,7.243
Antioquia,Nariño,5483,1976,3,3,-75.176,5.611
Antioquia,Nariño,5483,1982,1,0,-75.176,5.611
Antioquia,Nariño,5483,1985,16,6,-75.176,5.611
Antioquia,Nariño,5483,1986,2,0,-75.176,5.611
Antioquia,Nariño,5483,1987,12,0,-75.176,5.611
Antioquia,Nariño,5483,1988,22,8,-75.176,5.611
Antioquia,Nariño,5483,1989,41,3,-75.176,5.611
Antioquia,Nariño,5483,1990,46,3,-75.176,5.611
Antioquia,Nariño,5483,1991,27,2,-75.176,5.611
Antioquia,Nariño,5483,1992,50,15,-75.176,5.611
Antioquia,Nariño,5483,1993,57,11,-75.176,5.611
Antioquia,Nariño,5483,1994,96,14,-75.176,5.611
Antioquia,Nariño,5483,1995,184,19,-75.176,5.611
Antioquia,Nariño,5483,1996,430,104,-75.176,5.611
Antioquia,Nariño,5483,1997,265,56,-75.176,5.611
Antioquia,Nariño,5483,1998,378,99,-75.176,5.611
Antioquia,Nariño,5483,1999,1727,407,-75.176,5.611
Antioquia,Nariño,5483,2000,1056,204,-75.176,5.611
Antioquia,Nariño,5483,2001,811,125,-75.176,5.611
Antioquia,Nariño,5483,2002,1158,368,-75.176,5.611
Antioquia,Nariño,5483,2003,1224,566,-75.176,5.611
Antioquia,Nariño,5483,2004,1287,353,-75.176,5.611
Antioquia,Nariño,5483,2005,1951,574,-75.176,5.611
Antioquia,Nariño,5483,2006,3881,2282,-75.176,5.611
Antioquia,Nariño,5483,2007,1361,299,-75.176,5.611
Antioquia,Nariño,5483,2008,510,123,-75.176,5.611
Antioquia,Nariño,5483,2009,189,57,-75.176,5.611
Antioquia,Nariño,5483,2010,101,60,-75.176,5.611
Antioquia,Nariño,5483,2011,111,55,-75.176,5.611
Antioquia,Nariño,5483,2012,75,27,-75.176,5.611
Antioquia,Nariño,5483,2013,152,37,-75.176,5.611
Antioquia,Nariño,5483,2014,110,44,-75.176,5.611
Antioquia,Nariño,5483,2015,53,21,-75.176,5.611
Antioquia,Nariño,5483,2016,13,15,-75.176,5.611
Antioquia,Nariño,5483,2017,14,4,-75.176,5.611
Antioquia,Nariño,5483,2018,19,6,-75.176,5.611
Antioquia,Nechí,5495,1972,8,0,-74.776,8.094
Antioquia,Nechí,5495,1973,1,0,-74.776,8.094
Antioquia,Nechí,5495,1975,4,0,-74.776,8.094
Antioquia,Nechí,5495,1982,8,0,-74.776,8.094
Antioquia,Nechí,5495,1985,29,9,-74.776,8.094
Antioquia,Nechí,5495,1986,40,14,-74.776,8.094
Antioquia,Nechí,5495,1987,82,4,-74.776,8.094
Antioquia,Nechí,5495,1988,52,23,-74.776,8.094
Antioquia,Nechí,5495,1989,51,24,-74.776,8.094
Antioquia,Nechí,5495,1990,70,47,-74.776,8.094
Antioquia,Nechí,5495,1991,37,36,-74.776,8.094
Antioquia,Nechí,5495,1992,88,11,-74.776,8.094
Antioquia,Nechí,5495,1993,61,20,-74.776,8.094
Antioquia,Nechí,5495,1994,36,61,-74.776,8.094
Antioquia,Nechí,5495,1995,105,47,-74.776,8.094
Antioquia,Nechí,5495,1996,75,45,-74.776,8.094
Antioquia,Nechí,5495,1997,166,104,-74.776,8.094
Antioquia,Nechí,5495,1998,253,185,-74.776,8.094
Antioquia,Nechí,5495,1999,303,147,-74.776,8.094
Antioquia,Nechí,5495,2000,726,314,-74.776,8.094
Antioquia,Nechí,5495,2001,585,143,-74.776,8.094
Antioquia,Nechí,5495,2002,562,248,-74.776,8.094
Antioquia,Nechí,5495,2003,222,155,-74.776,8.094
Antioquia,Nechí,5495,2004,365,248,-74.776,8.094
Antioquia,Nechí,5495,2005,523,448,-74.776,8.094
Antioquia,Nechí,5495,2006,866,624,-74.776,8.094
Antioquia,Nechí,5495,2007,562,322,-74.776,8.094
Antioquia,Nechí,5495,2008,553,262,-74.776,8.094
Antioquia,Nechí,5495,2009,879,543,-74.776,8.094
Antioquia,Nechí,5495,2010,3467,2290,-74.776,8.094
Antioquia,Nechí,5495,2011,672,508,-74.776,8.094
Antioquia,Nechí,5495,2012,396,374,-74.776,8.094
Antioquia,Nechí,5495,2013,504,508,-74.776,8.094
Antioquia,Nechí,5495,2014,505,425,-74.776,8.094
Antioquia,Nechí,5495,2015,511,299,-74.776,8.094
Antioquia,Nechí,5495,2016,438,490,-74.776,8.094
Antioquia,Nechí,5495,2017,500,494,-74.776,8.094
Antioquia,Nechí,5495,2018,386,240,-74.776,8.094
Antioquia,Nechí,5495,2019,175,35,-74.776,8.094
Antioquia,Necoclí,5490,1962,2,0,-76.785,8.426
Antioquia,Necoclí,5490,1974,3,0,-76.785,8.426
Antioquia,Necoclí,5490,1975,1,1,-76.785,8.426
Antioquia,Necoclí,5490,1976,4,6,-76.785,8.426
Antioquia,Necoclí,5490,1977,1,1,-76.785,8.426
Antioquia,Necoclí,5490,1978,4,0,-76.785,8.426
Antioquia,Necoclí,5490,1979,2,0,-76.785,8.426
Antioquia,Necoclí,5490,1980,11,8,-76.785,8.426
